d_init,d_end,a_init,a_end,i_init,i_end,attacksAttempted,attacksSucceeded,attackerLoots,d_sum_recovery_costs,attackerExpenditures,policiesPurchased,defensesPurchased,do_nothing,d_sum_security_investments,NUM_QUOTES,MANDATORY_INVESTMENT,sum_premiums_collected,paid_claims,insurer_expenditures,final_iter,outcome,d_cumulative_assets,a_cumulative_assets,i_cumulative_assets,num_alive_defenders,num_alive_attackers,num_alive_insurers,cumulative_round_policies_purchased,cumulative_round_defenses_purchased,cumulative_round_do_nothing,p_pairing,p_attacked,p_looted,insurer_estimate_p_pairing,estimated_probability_of_attack,cumulative_defender_avg_posture
29480042592732,6348302663865,254824581,596332,1179419563227,1180496055618,152,32,187163425,109025262,441391674,10000,255000,245000,23130367247789,10,3.00e-02,1213602328,137109937,34277473,51,EQUILIBRIUM,"[29480042592732,28598567865224,27744901537445,26916849461109,26113638947054,25334524748409,24578783975684,23845715426172,23134638933169,22444894734959,21775842862677,21126862546579,20497351639952,19886726060534,19294419248471,18719881640814,18162580161346,17621997726302,17097632764307,16588998751150,16095623758379,15617050015439,15152833484723,14702543449969,14265762116209,13842084222490,13431116665601,13032478135406,12645798761091,12270719768050,11906893144791,11553981320259,11211656850445,10879602114705,10557509021089,10245078720228,9942021328394,9648055658276,9362908958265,9086316659323,8818022129342,8557776435257,8305338111944,8060472938358,7822953720007,7592560078173,7369078245598,7152300868015,6942026811780,6738060977191,6540214117631,6348302663865]","[254824581,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332,596332]","[1179419563227,1180491794024,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618,1180496055618]","[5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000]","[50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200]","[5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000]","[0,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000]","[0.1372,0.0942,0.093,0.0952,0.0958,0.0964,0.0932,0.0944,0.0944,0.0954,0.095,0.0956,0.0954,0.0956,0.096,0.0946,0.0938,0.0956,0.096,0.0966,0.0948,0.0954,0.0952,0.0944,0.0962,0.0958,0.0952,0.0952,0.0964,0.0942,0.0962,0.096,0.0954,0.0962,0.0962,0.0946,0.0962,0.096,0.095,0.0948,0.0938,0.094,0.0952,0.0956,0.094,0.0952,0.0962,0.096,0.0958,0.0954,0.0958]","[0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.63583,0.0960792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.59,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.277317,0.796856,0.841578,0.865234,0.878436,0.886081,0.890616,0.893349,0.895011,0.896028,0.896653,0.897037,0.897274,0.897419,0.897509,0.897563,0.897596,0.897616,0.897628,0.897635,0.897638,0.89764,0.89764,0.89764,0.897639,0.897638,0.897637,0.897636,0.897634,0.897633,0.897631,0.89763,0.897629,0.897627,0.897626,0.897624,0.897623,0.897622,0.89762,0.897619,0.897618,0.897616,0.897615,0.897614,0.897613,0.897611,0.89761,0.897609,0.897608,0.897607,0.897605]"
