PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.1,0.8,0.5,0.5,0.3,0.0,0.6,100175590.0,100175590.0,14237350.5,14237350.5,50,-1
0.2,0.8,0.5,0.5,0.3,0.0,0.6,116634637.6,116634637.6,30529311.0,30529311.0,50,-1
0.3,0.8,0.5,0.5,0.3,0.0,0.6,84885221.2,84885221.2,41499573.0,41499573.0,50,-1
0.4,0.8,0.5,0.5,0.3,0.0,0.6,102753410.4,102753410.4,51509561.0,51509561.0,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.6,90423918.4,90423918.4,66311477.0,66311477.0,50,-1
0.6,0.8,0.5,0.5,0.3,0.0,0.6,114035918.0,114035918.0,97261990.0,97261990.0,50,-1
0.7,0.8,0.5,0.5,0.3,0.0,0.6,112557704.8,112557704.8,106806471.5,106806471.5,50,-1
0.8,0.8,0.5,0.5,0.3,0.0,0.6,114145382.8,114145382.8,114527755.0,114527755.0,50,0
0.9,0.8,0.5,0.5,0.3,0.0,0.6,112006441.6,112006441.6,103223876.0,103223876.0,50,-1
1.0,0.8,0.5,0.5,0.3,0.0,0.6,105558886.0,105558886.0,136101830.5,136101830.5,50,0
