PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.1,0.5,0.3,0.0,1.0,0.0,0.0,11733711.4,11733711.4,50,0
0.5,0.8,0.2,0.5,0.3,0.0,1.0,0.0,0.0,23483994.6,23483994.6,50,0
0.5,0.8,0.3,0.5,0.3,0.0,1.0,0.0,0.0,37739555.7,37739555.7,50,0
0.5,0.8,0.4,0.5,0.3,0.0,1.0,0.0,0.0,49162792.4,49162792.4,50,0
0.5,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,62272376.0,62272376.0,50,0
0.5,0.8,0.6,0.5,0.3,0.0,1.0,0.0,0.0,105511581.6,105511581.6,50,0
0.5,0.8,0.7,0.5,0.3,0.0,1.0,0.0,0.0,80829315.0,80829315.0,50,0
0.5,0.8,0.8,0.5,0.3,0.0,1.0,0.0,0.0,108484806.4,108484806.4,50,0
0.5,0.8,0.9,0.5,0.3,0.0,1.0,0.0,0.0,110477430.0,110477430.0,50,0
0.5,0.8,1.0,0.5,0.3,0.0,1.0,0.0,0.0,133897201.0,133897201.0,50,0
