PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.1,0.8,0.5,0.5,0.3,0.0,0.1,275975709.3,95618260.98,11620616.17,63934703.08,633,-1
0.2,0.8,0.5,0.5,0.3,0.0,0.1,231090927.84,89484106.32,29283251.995,64421833.585,505,-1
0.3,0.8,0.5,0.5,0.3,0.0,0.1,218314640.34,55371394.98,36147183.82,71926274.74,665,356
0.4,0.8,0.5,0.5,0.3,0.0,0.1,251184331.98,113261523.66,57085014.41,86765110.49,261,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.1,235355069.52,85106231.28,80847076.69,102251029.51,358,147
0.6,0.8,0.5,0.5,0.3,0.0,0.1,258571317.6,98561439.36,69130723.145,105260673.755,408,305
0.7,0.8,0.5,0.5,0.3,0.0,0.1,249995788.2,106648167.24,76337724.59,104751392.12,315,-1
0.8,0.8,0.5,0.5,0.3,0.0,0.1,244771004.16,105217637.76,118792143.91,149621668.315,234,53
0.9,0.8,0.5,0.5,0.3,0.0,0.1,261807179.94,94895674.74,108117241.825,137807900.545,365,93
1.0,0.8,0.5,0.5,0.3,0.0,0.1,241272581.22,74848857.3,179888660.45,225514841.3,170,8
