PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.1,0.5,0.5,0.3,0.0,0.9,28004711.0,28004711.0,60225277.5,60225277.5,50,0
0.5,0.2,0.5,0.5,0.3,0.0,0.9,24794883.3,24794883.3,57349350.5,57349350.5,50,0
0.5,0.3,0.5,0.5,0.3,0.0,0.9,27996536.7,27996536.7,61085728.5,61085728.5,50,0
0.5,0.4,0.5,0.5,0.3,0.0,0.9,25685969.1,25685969.1,60631960.0,60631960.0,50,0
0.5,0.5,0.5,0.5,0.3,0.0,0.9,24194241.4,24194241.4,72466308.0,72466308.0,50,0
0.5,0.6,0.5,0.5,0.3,0.0,0.9,27358378.9,27358378.9,66647738.0,66647738.0,50,0
0.5,0.7,0.5,0.5,0.3,0.0,0.9,29713336.4,29713336.4,67890813.5,67890813.5,50,0
0.5,0.8,0.5,0.5,0.3,0.0,0.9,30244332.1,30244332.1,67620303.5,67620303.5,50,0
0.5,0.9,0.5,0.5,0.3,0.0,0.9,25155034.4,25155034.4,74494604.0,74494604.0,50,0
0.5,1.0,0.5,0.5,0.3,0.0,0.9,24473103.3,24473103.3,76673811.5,76673811.5,50,0
