PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.1,0.8,0.5,0.5,0.3,0.0,0.5,131380303.5,131380303.5,16404475.5,16404475.5,50,-1
0.2,0.8,0.5,0.5,0.3,0.0,0.5,152115567.0,152115567.0,18902622.0,18902622.0,50,-1
0.3,0.8,0.5,0.5,0.3,0.0,0.5,145955897.5,145955897.5,41413051.0,41413051.0,50,-1
0.4,0.8,0.5,0.5,0.3,0.0,0.5,127334072.0,127334072.0,58231413.5,58231413.5,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.5,144771974.5,144771974.5,74313722.0,74313722.0,50,-1
0.6,0.8,0.5,0.5,0.3,0.0,0.5,160923586.0,160923586.0,75728454.0,75728454.0,50,-1
0.7,0.8,0.5,0.5,0.3,0.0,0.5,128391913.0,128391913.0,96169472.0,96169472.0,50,-1
0.8,0.8,0.5,0.5,0.3,0.0,0.5,140051599.0,140051599.0,107401756.0,107401756.0,50,-1
0.9,0.8,0.5,0.5,0.3,0.0,0.5,123247799.5,123247799.5,136826442.0,136826442.0,50,0
1.0,0.8,0.5,0.5,0.3,0.0,0.5,154743422.5,154743422.5,153713157.5,153713157.5,50,-1
