PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.1,0.5,0.3,0.0,0.6,104239017.6,104239017.6,11225819.3,11225819.3,50,-1
0.5,0.8,0.2,0.5,0.3,0.0,0.6,112786261.6,112786261.6,24927787.6,24927787.6,50,-1
0.5,0.8,0.3,0.5,0.3,0.0,0.6,108235252.0,108235252.0,28566871.2,28566871.2,50,-1
0.5,0.8,0.4,0.5,0.3,0.0,0.6,104022359.2,104022359.2,56828310.4,56828310.4,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.6,90423918.4,90423918.4,66311477.0,66311477.0,50,-1
0.5,0.8,0.6,0.5,0.3,0.0,0.6,92561009.6,92561009.6,80843952.6,80843952.6,50,-1
0.5,0.8,0.7,0.5,0.3,0.0,0.6,91178070.0,91178070.0,93266149.9,93266149.9,50,0
0.5,0.8,0.8,0.5,0.3,0.0,0.6,105975173.2,105975173.2,90925233.6,90925233.6,50,-1
0.5,0.8,0.9,0.5,0.3,0.0,0.6,104523024.4,104523024.4,94306287.6,94306287.6,50,-1
0.5,0.8,1.0,0.5,0.3,0.0,0.6,116831842.0,116831842.0,143003404.0,143003404.0,50,0
