PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.1,0.5,0.3,0.0,0.5,131462042.0,131462042.0,12239831.3,12239831.3,50,-1
0.5,0.8,0.2,0.5,0.3,0.0,0.5,112027484.5,112027484.5,30599770.6,30599770.6,50,-1
0.5,0.8,0.3,0.5,0.3,0.0,0.5,158745202.0,158745202.0,46385133.6,46385133.6,50,-1
0.5,0.8,0.4,0.5,0.3,0.0,0.5,118069747.5,118069747.5,59526629.6,59526629.6,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.5,144771974.5,144771974.5,74313722.0,74313722.0,50,-1
0.5,0.8,0.6,0.5,0.3,0.0,0.5,142579222.0,142579222.0,88793713.8,88793713.8,50,-1
0.5,0.8,0.7,0.5,0.3,0.0,0.5,152591387.0,152591387.0,86137767.1,86137767.1,50,-1
0.5,0.8,0.8,0.5,0.3,0.0,0.5,152970007.5,152970007.5,102713192.0,102713192.0,50,-1
0.5,0.8,0.9,0.5,0.3,0.0,0.5,154650832.5,154650832.5,127730181.6,127730181.6,50,-1
0.5,0.8,1.0,0.5,0.3,0.0,0.5,128170378.5,128170378.5,146943521.0,146943521.0,50,0
