PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.1,0.5,0.3,0.0,0.1,212758562.88,52037920.08,11954158.17,56386317.51,832,600
0.5,0.8,0.2,0.5,0.3,0.0,0.1,232181250.84,77353132.68,33588723.67,73459297.3,424,248
0.5,0.8,0.3,0.5,0.3,0.0,0.1,235501600.32,75230760.96,48125459.235,98978207.58,279,144
0.5,0.8,0.4,0.5,0.3,0.0,0.1,224862953.4,88434903.96,76979894.285,98710085.87,306,187
0.5,0.8,0.5,0.5,0.3,0.0,0.1,235355069.52,85106231.28,80847076.69,102251029.51,358,147
0.5,0.8,0.6,0.5,0.3,0.0,0.1,249206840.28,68377996.44,81244699.11,123096825.525,436,164
0.5,0.8,0.7,0.5,0.3,0.0,0.1,244451211.84,86872041.36,101680047.295,130419472.165,335,108
0.5,0.8,0.8,0.5,0.3,0.0,0.1,283170252.96,106806144.96,125124344.61,153626676.6,323,71
0.5,0.8,0.9,0.5,0.3,0.0,0.1,260814090.06,134053670.7,103964177.205,120083239.05,269,-1
0.5,0.8,1.0,0.5,0.3,0.0,0.1,244181942.28,83816221.32,122754544.65,166095196.8,415,52
