PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.1,0.5,0.5,0.3,0.0,0.5,163368149.0,163368149.0,71415658.5,71415658.5,50,-1
0.5,0.2,0.5,0.5,0.3,0.0,0.5,146012079.0,146012079.0,78482504.0,78482504.0,50,-1
0.5,0.3,0.5,0.5,0.3,0.0,0.5,132282644.0,132282644.0,56569141.5,56569141.5,50,-1
0.5,0.4,0.5,0.5,0.3,0.0,0.5,139682949.5,139682949.5,66616003.0,66616003.0,50,-1
0.5,0.5,0.5,0.5,0.3,0.0,0.5,127811287.0,127811287.0,70067949.0,70067949.0,50,-1
0.5,0.6,0.5,0.5,0.3,0.0,0.5,158572229.5,158572229.5,86381691.5,86381691.5,50,-1
0.5,0.7,0.5,0.5,0.3,0.0,0.5,138546620.0,138546620.0,76614489.5,76614489.5,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.5,144771974.5,144771974.5,74313722.0,74313722.0,50,-1
0.5,0.9,0.5,0.5,0.3,0.0,0.5,138794361.5,138794361.5,65770222.0,65770222.0,50,-1
0.5,1.0,0.5,0.5,0.3,0.0,0.5,157682147.5,157682147.5,95734602.5,95734602.5,50,-1
