PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.1,0.5,0.3,0.0,0.9,26605057.8,26605057.8,14526080.3,14526080.3,50,-1
0.5,0.8,0.2,0.5,0.3,0.0,0.9,30805900.1,30805900.1,26046118.0,26046118.0,50,-1
0.5,0.8,0.3,0.5,0.3,0.0,0.9,27692160.9,27692160.9,44450607.9,44450607.9,50,0
0.5,0.8,0.4,0.5,0.3,0.0,0.9,29155923.5,29155923.5,57512475.2,57512475.2,50,0
0.5,0.8,0.5,0.5,0.3,0.0,0.9,30244332.1,30244332.1,67620303.5,67620303.5,50,0
0.5,0.8,0.6,0.5,0.3,0.0,0.9,26303980.3,26303980.3,89310484.2,89310484.2,50,0
0.5,0.8,0.7,0.5,0.3,0.0,0.9,28690138.0,28690138.0,97419095.2,97419095.2,50,0
0.5,0.8,0.8,0.5,0.3,0.0,0.9,23186394.7,23186394.7,132404486.4,132404486.4,50,0
0.5,0.8,0.9,0.5,0.3,0.0,0.9,23261720.0,23261720.0,109027479.6,109027479.6,50,0
0.5,0.8,1.0,0.5,0.3,0.0,0.9,27314555.2,27314555.2,129059435.0,129059435.0,50,0
