PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.1,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,21162723.0,21162723.0,50,0
0.2,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,20405356.0,20405356.0,50,0
0.3,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,40196182.5,40196182.5,50,0
0.4,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,51432815.0,51432815.0,50,0
0.5,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,62272376.0,62272376.0,50,0
0.6,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,85043011.0,85043011.0,50,0
0.7,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,109863788.5,109863788.5,50,0
0.8,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,134283980.5,134283980.5,50,0
0.9,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,128945029.0,128945029.0,50,0
1.0,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,137483511.0,137483511.0,50,0
