PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.1,0.5,0.5,0.3,0.0,0.1,259536490.2,259536490.2,59477308.0,59477308.0,50,-1
0.5,0.2,0.5,0.5,0.3,0.0,0.1,259131732.3,259131732.3,78478912.5,78478912.5,50,-1
0.5,0.3,0.5,0.5,0.3,0.0,0.1,228784785.3,228784785.3,53856716.0,53856716.0,50,-1
0.5,0.4,0.5,0.5,0.3,0.0,0.1,240595190.1,240595190.1,50553672.5,50553672.5,50,-1
0.5,0.5,0.5,0.5,0.3,0.0,0.1,184106805.75,183713984.1,67723531.495,67521191.92,84,-1
0.5,0.6,0.5,0.5,0.3,0.0,0.1,230246736.12,189797959.98,62263042.7,66492109.76,249,-1
0.5,0.7,0.5,0.5,0.3,0.0,0.1,255783827.97,118503189.09,64080649.02,93456033.27,295,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.1,235355069.52,85106231.28,80847076.69,102251029.51,358,147
0.5,0.9,0.5,0.5,0.3,0.0,0.1,228817111.95,51600828.6,66405064.575,126195404.64,215,68
0.5,1.0,0.5,0.5,0.3,0.0,0.1,234153526.5,22782265.2,53309653.775,129993307.34,340,64
