0.623542,0.621852,0.620022,0.618083,0.616043,0.613892,0.611599,0.609114,0.606465,0.603639,0.600608
0.690792,0.690134,0.689168,0.688141,0.686983,0.685733,0.684352,0.682907,0.681391,0.679742,0.678028
0.695088,0.694623,0.693869,0.693041,0.692094,0.691052,0.689974,0.68881,0.687593,0.686282,0.684913
0.696829,0.696491,0.69586,0.695164,0.694408,0.693549,0.692636,0.69169,0.69067,0.689606,0.688496
0.697713,0.697482,0.696997,0.696407,0.695767,0.695065,0.694318,0.693539,0.692657,0.691816,0.690932
0.698172,0.698021,0.697625,0.697174,0.69663,0.696107,0.695465,0.694851,0.694207,0.693481,0.692766
0.698289,0.698199,0.697917,0.697604,0.69721,0.696758,0.696321,0.695802,0.695319,0.694799,0.694237
0.698234,0.698168,0.697989,0.697754,0.697481,0.697184,0.696884,0.696526,0.696191,0.695787,0.69541
0.697995,0.697954,0.697873,0.697743,0.697582,0.697392,0.69724,0.697027,0.696816,0.696563,0.696367
0.697579,0.697595,0.697557,0.697503,0.697472,0.697355,0.697302,0.697262,0.697148,0.697086,0.696996
0.69704,0.697081,0.697065,0.697058,0.697036,0.697042,0.697047,0.697065,0.69706,0.697043,0.69706
