0.00394161,0.00393585,0.0039228,0.00390429,0.00388053,0.00384809,0.00380395,0.00374716,0.00367302,0.00357243,0.00343067,
0.00407883,0.0040812,0.00407784,0.00407271,0.00406548,0.0040552,0.00404159,0.00402361,0.00399847,0.00396309,0.00390952,
0.00407646,0.00407999,0.00407734,0.00407253,0.00406549,0.00405626,0.00404454,0.00402908,0.00400798,0.00397932,0.00393786,
0.00407221,0.00407658,0.00407399,0.00406888,0.00406215,0.00405369,0.0040432,0.0040292,0.00401101,0.00398702,0.0039538,
0.00406614,0.00407083,0.00406828,0.00406351,0.0040571,0.00404949,0.00403971,0.00402687,0.00401128,0.00399114,0.00396426,
0.00405774,0.00406258,0.00406054,0.00405641,0.00405079,0.00404347,0.00403419,0.00402303,0.00400959,0.00399287,0.00397154,
0.00404732,0.00405222,0.00405083,0.00404721,0.00404203,0.00403528,0.00402719,0.00401776,0.00400636,0.00399305,0.00397656,
0.00403375,0.00403841,0.00403748,0.00403448,0.00403016,0.004025,0.00401845,0.00401067,0.00400176,0.0039917,0.00397966,
0.00401548,0.0040194,0.00401914,0.00401753,0.00401479,0.00401109,0.00400652,0.0040013,0.00399543,0.00398854,0.00398078,
0.00399016,0.00399336,0.00399397,0.00399373,0.00399291,0.0039915,0.00398965,0.00398737,0.0039847,0.00398185,0.00397839,
0.00395473,0.00395469,0.00395474,0.00395478,0.00395469,0.0039547,0.00395471,0.00395468,0.0039547,0.00395474,0.00395466,
