0.657418,0.657421,0.657425,0.657421,0.657421,0.657408,0.657414,0.657396,0.657419,0.657414,0.657409
0.657423,0.657418,0.657425,0.657404,0.657395,0.65741,0.657402,0.65742,0.657405,0.657427,0.657421
0.657409,0.657418,0.657426,0.657421,0.657404,0.657414,0.657403,0.657414,0.657409,0.65741,0.657421
0.657419,0.657418,0.657426,0.657422,0.657416,0.657409,0.657419,0.657405,0.657409,0.657421,0.657424
0.657426,0.657422,0.657426,0.657412,0.657412,0.657422,0.657426,0.65742,0.657413,0.657419,0.657414
0.657426,0.657422,0.65742,0.657405,0.657406,0.657418,0.657408,0.657412,0.657419,0.657421,0.657417
0.657427,0.657428,0.657413,0.657417,0.657412,0.657411,0.657411,0.657409,0.657414,0.657421,0.657433
0.657413,0.657424,0.657405,0.657423,0.65741,0.657417,0.657399,0.657427,0.657422,0.657426,0.657423
0.657412,0.657434,0.657426,0.657421,0.657418,0.657414,0.657409,0.657397,0.65741,0.657405,0.65742
0.657411,0.657425,0.657421,0.657412,0.657414,0.657428,0.657409,0.657417,0.657409,0.657419,0.657412
0.657426,0.657408,0.657408,0.657425,0.657417,0.657409,0.657417,0.657415,0.657415,0.657418,0.657411
