0.525499,0.523645,0.521247,0.518192,0.514521,0.510251,0.505289,0.499675,0.492939,0.485135,0.475907
0.561051,0.560941,0.56004,0.558848,0.557381,0.555651,0.553698,0.551385,0.548512,0.545164,0.541064
0.561595,0.561592,0.560807,0.559745,0.558478,0.557036,0.555438,0.553476,0.5512,0.548525,0.545329
0.561351,0.561386,0.560703,0.55977,0.558665,0.55747,0.556044,0.554358,0.552478,0.550306,0.547729
0.560724,0.56079,0.560189,0.55942,0.55848,0.557396,0.556154,0.554749,0.553205,0.551403,0.549332
0.559751,0.559874,0.559417,0.558763,0.55797,0.557023,0.555974,0.554837,0.553575,0.552104,0.550477
0.558512,0.558687,0.558366,0.55784,0.557196,0.556436,0.555626,0.554699,0.553692,0.552561,0.551312
0.557071,0.557248,0.557022,0.556657,0.556202,0.555669,0.555062,0.554375,0.553593,0.552783,0.551883
0.555302,0.555495,0.555416,0.555208,0.554942,0.55461,0.554228,0.553786,0.553302,0.552802,0.552251
0.553255,0.553427,0.553438,0.553379,0.553278,0.553156,0.553004,0.552831,0.552643,0.552432,0.552215
0.550715,0.550699,0.550705,0.550694,0.550707,0.550705,0.550693,0.550687,0.550681,0.550682,0.550695
