PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter
0.3,0.3,0.4,0.2,0.1,0.30000000000000004,0.30000000000000004,198987296.68999988,191482142.80999985,24281143.69799999,25237068.007999994,246,
