PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter
0.3,0.3,0.4,0.2,0.1,0.9,0.9,26168158.499999985,26168158.500000007,30126527.199999988,30126527.199999988,50,
