PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter
0.3,0.3,0.4,0.2,0.1,0.6000000000000001,0.6000000000000001,112824986.00000021,112824986.0000001,32003129.599999983,32003129.599999983,50,
