PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter
0.3,0.3,0.4,0.2,0.1,0.4,0.4,148406345.99999985,148404547.26000005,31254919.999999996,31255239.775999997,60,
