0.00525499,0.00523645,0.00521247,0.00518192,0.00514521,0.00510251,0.00505289,0.00499675,0.00492939,0.00485135,0.00475907,
0.00561051,0.00560941,0.0056004,0.00558848,0.00557381,0.00555651,0.00553698,0.00551385,0.00548512,0.00545164,0.00541064,
0.00561595,0.00561592,0.00560807,0.00559745,0.00558478,0.00557036,0.00555438,0.00553476,0.005512,0.00548525,0.00545329,
0.00561351,0.00561386,0.00560703,0.0055977,0.00558665,0.0055747,0.00556044,0.00554358,0.00552478,0.00550306,0.00547729,
0.00560724,0.0056079,0.00560189,0.0055942,0.0055848,0.00557396,0.00556154,0.00554749,0.00553205,0.00551403,0.00549332,
0.00559751,0.00559874,0.00559417,0.00558763,0.0055797,0.00557023,0.00555974,0.00554837,0.00553575,0.00552104,0.00550477,
0.00558512,0.00558687,0.00558366,0.0055784,0.00557196,0.00556436,0.00555626,0.00554699,0.00553692,0.00552561,0.00551312,
0.00557071,0.00557248,0.00557022,0.00556657,0.00556202,0.00555669,0.00555062,0.00554375,0.00553593,0.00552783,0.00551883,
0.00555302,0.00555495,0.00555416,0.00555208,0.00554942,0.0055461,0.00554228,0.00553786,0.00553302,0.00552802,0.00552251,
0.00553255,0.00553427,0.00553438,0.00553379,0.00553278,0.00553156,0.00553004,0.00552831,0.00552643,0.00552432,0.00552215,
0.00550715,0.00550699,0.00550705,0.00550694,0.00550707,0.00550705,0.00550693,0.00550687,0.00550681,0.00550682,0.00550695,
