0.00462282,0.00461564,0.00459854,0.00457332,0.00454028,0.00450055,0.0044513,0.00438991,0.00431445,0.00422036,0.0041004,
0.00486023,0.0048617,0.00485533,0.00484639,0.00483542,0.00482197,0.00480438,0.00478177,0.00475369,0.00471686,0.00466798,
0.00486009,0.00486244,0.00485684,0.0048492,0.00483973,0.00482776,0.00481257,0.00479375,0.00477075,0.00474147,0.00470363,
0.00485552,0.0048584,0.00485374,0.00484705,0.00483816,0.00482697,0.00481345,0.00479753,0.00477808,0.0047538,0.00472346,
0.00484847,0.00485196,0.00484815,0.00484156,0.0048331,0.00482283,0.0048112,0.00479757,0.00478073,0.00476115,0.00473666,
0.00483938,0.00484287,0.00483937,0.00483342,0.00482571,0.004817,0.00480688,0.00479497,0.00478107,0.00476503,0.00474581,
0.00482754,0.00483048,0.00482766,0.00482283,0.00481663,0.00480915,0.00480045,0.00479056,0.00477947,0.00476678,0.00475203,
0.00481178,0.00481482,0.00481297,0.00480948,0.00480478,0.00479881,0.00479209,0.00478456,0.00477617,0.0047666,0.00475591,
0.00479214,0.00479502,0.00479437,0.00479225,0.00478939,0.00478564,0.00478141,0.00477639,0.00477078,0.00476456,0.00475789,
0.00476773,0.00477017,0.00477047,0.00477002,0.00476912,0.00476777,0.00476595,0.00476389,0.00476157,0.00475897,0.00475627,
0.00473617,0.00473614,0.00473617,0.00473618,0.00473619,0.00473617,0.0047362,0.00473617,0.00473612,0.00473608,0.00473609,
